#
# Map file for Tiger setup. 
# Structure: gemroc 	 tiger # 	 tiger channel 	 detector 	 channel
# Detectors:
# - -1: not connected
# - 0: scintillator:
#   - channel 0 - triple scintillator coinsidence [non-scaled]
#   - channel 1 - sci1
#   - channel 2 - sci2
#   - channel 3 - triple scintillator coinsidence prescaled
#   - channel 4 - master clock (10ms)
#   - channel 5 - master clock (50us)
# - 1: straw
# - 2: MM layer 0
# - 3: MM layer 1
# - 4: MM layer 2
# - 5: MM layer 3
# - 6: Additional straws:
#   - channel 0 - SHiP straw
#   - channel 1 - neutron straw
# - 7: lemo connector without additional description
#
# tigers 2 and 3 connected to central connector of MM0 with gem-tiger board
#
0	2	0	2	169
0	2	1	2	166
0	2	2	2	168
0	2	3	2	167
0	2	4	2	151
0	2	5	2	148
0	2	6	2	152
0	2	7	2	142
0	2	8	2	155
0	2	9	2	146
0	2	10	2	163
0	2	11	2	144
0	2	12	2	137
0	2	13	2	170
0	2	14	2	172
0	2	15	2	171
0	2	16	2	180
0	2	17	2	156
0	2	18	2	128
0	2	19	2	177
0	2	20	2	130
0	2	21	2	178
0	2	22	2	124
0	2	23	2	165
0	2	24	2	176
0	2	25	2	173
0	2	26	2	175
0	2	27	2	174
0	2	28	2	133
0	2	29	2	131
0	2	30	-1	0
0	2	31	2	123
0	2	32	2	160
0	2	33	2	157
0	2	34	2	159
0	2	35	2	158
0	2	36	2	147
0	2	37	2	145
0	2	38	2	150
0	2	39	2	149
0	2	40	2	154
0	2	41	2	153
0	2	42	2	161
0	2	43	2	143
0	2	44	2	138
0	2	45	2	141
0	2	46	2	139
0	2	47	2	140
0	2	48	2	162
0	2	49	2	164
0	2	50	2	126
0	2	51	2	183
0	2	52	2	134
0	2	53	2	181
0	2	54	2	125
0	2	55	2	179
0	2	56	2	132
0	2	57	2	182
0	2	58	2	129
0	2	59	2	127
0	2	60	-1	0
0	2	61	2	136
0	3	0	2	228
0	3	1	2	200
0	3	2	2	193
0	3	3	2	218
0	3	4	2	221
0	3	5	2	188
0	3	6	2	205
0	3	7	2	201
0	3	8	2	190
0	3	9	2	204
0	3	10	2	189
0	3	11	2	219
0	3	12	2	222
0	3	13	2	198
0	3	14	2	226
0	3	15	2	225
0	3	16	2	234
0	3	17	2	192
0	3	18	2	186
0	3	19	2	224
0	3	20	2	233
0	3	21	2	191
0	3	22	2	220
0	3	23	2	223
0	3	24	2	187
0	3	25	2	203
0	3	26	2	229
0	3	27	2	199
0	3	28	2	235
0	3	29	2	202
0	3	30	2	185
0	3	31	2	197
0	3	33	2	208
0	3	34	-1	0
0	3	35	2	196
0	3	36	-1	0
0	3	37	2	206
0	3	38	-1	0
0	3	39	2	207
0	3	40	-1	0
0	3	41	2	210
0	3	42	-1	0
0	3	43	2	209
0	3	44	-1	0
0	3	45	2	213
0	3	46	-1	0
0	3	47	2	212
0	3	48	-1	0
0	3	49	2	230
0	3	50	2	238
0	3	51	2	232
0	3	52	-1	0
0	3	53	2	194
0	3	54	2	211
0	3	55	2	231
0	3	56	2	237
0	3	57	2	195
0	3	58	-1	0
0	3	59	2	236
0	3	60	2	227
0	3	61	2	135
