4.7	1.1
-12	1.1
-11	1.1
-2.5	1.1
0	1
-15	0.9
14	1.1
8	1
-3	0.9
-3.9	0.9
17	1
15	0.89
-5.4	0.9
14	0.97
18	0.99
2.7	0.92
8.2	0.9
12	1
9.7	0.88
1.3	0.92
-1.7e+04	1.4e+02
0	1
18	0.94
14	0.93
10	0.84
9.2	0.95
0.97	0.88
11	0.93
3.2	0.91
11	0.93
25	0.98
6.8	0.87
16	0.91
9.2	0.9
13	0.96
17	0.91
17	0.92
20	0.94
16	0.96
14	0.92
19	1
19	0.95
-4.5	0.95
23	0.98
0.26	0.97
11	1
11	0.9
4.6	0.96
12	0.9
0	1
-6.7e+02	6.3
0	1
0	1
0	1
8	0.92
11	1.1
6.4	1
0.79	0.96
3.9	0.98
-9.6	0.93
-18	1
-23	1
-2.8	1.2
-38	1.2
